typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20070101","2007","52","2007","76","BRA","Brazil","M","Import","0","W00","World","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","808.54","true","8","kg","797","false","808.54","true","0","false","50585","48599","50585","6","false","true",
"C","A","20070101","2007","52","2007","76","BRA","Brazil","M","Import","56","BEL","Belgium","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2.014","true","8","kg","0","false","2.014","true","0","false","126","88","126","6","false","true",
"C","A","20070101","2007","52","2007","76","BRA","Brazil","M","Import","276","DEU","Germany","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0.703","true","8","kg","0","false","0.703","true","0","false","44","44","44","6","false","true",
"C","A","20070101","2007","52","2007","76","BRA","Brazil","M","Import","842","USA","USA","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","805.823","true","8","kg","797","false","805.823","true","0","false","50415","48467","50415","6","false","true",
"C","A","20070101","2007","52","2007","100","BGR","Bulgaria","M","Import","0","W00","World","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13160","false","-1","N/A",,"false","13160","false",,"false","136143",,"136143","0","true","false",
"C","A","20070101","2007","52","2007","100","BGR","Bulgaria","M","Import","276","DEU","Germany","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1000","false","-1","N/A",,"false","1000","false",,"false","9650",,"9650","0","true","false",
"C","A","20070101","2007","52","2007","100","BGR","Bulgaria","M","Import","528","NLD","Netherlands","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10160","false","-1","N/A",,"false","10160","false",,"false","110100",,"110100","0","true","false",
"C","A","20070101","2007","52","2007","100","BGR","Bulgaria","M","Import","643","RUS","Russian Federation","0","W00","World","H3","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2000","false","-1","N/A",,"false","2000","false",,"false","16393",,"16393","0","true","false",
"C","A","20070101","2007","52","2007","112","BLR","Belarus","M","Import","0","W00","World","0","W00","World","H2","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7005","false","-1","N/A",,"false","7005","false",,"false","67500",,"67500","0","true","false",
"C","A","20070101","2007","52","2007","112","BLR","Belarus","M","Import","156","CHN","China","0","W00","World","H2","HS","true","282520","Lithium oxide and hydroxide","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5500","false","-1","N/A",,"false","5500","false",,"false","51300",,"51300","0","true","false",
